ResponseId,MainBranch,Employment,RemoteWork,CodingActivities,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,Country,Currency,CompTotal,CompFreq,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,ICorPM,WorkExp,ConvertedCompYearly
64011,I am a developer by profession,"Employed, full-time",Full in-person,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,4,"Developer, desktop or enterprise applications;Other (please specify):;Developer, embedded applications or devices","10,000 or more employees",I have little or no influence,United States of America,USD	United States dollar,66000,Yearly,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White;North American,None of the above,None of the above,People manager,4,66000
64013,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects,Some college/university study without earning a degree,17,15,"Developer, front-end",20 to 99 employees,I have little or no influence,United States of America,USD	United States dollar,80000,Yearly,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",45-54 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,17,80000
64019,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Other (please specify):,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,8,"Developer, front-end;Developer, full-stack;Developer, back-end","1,000 to 4,999 employees",I have some influence,United States of America,USD	United States dollar,155000,Yearly,Stack Overflow;Stack Exchange,Multiple times per day,Not sure/can't remember,NA,"No, not really",25-34 years old,Woman,No,Straight / Heterosexual,White;Hispanic or Latino/a;Multiracial,None of the above,"I have an anxiety disorder;I have autism / an autism spectrum disorder (e.g. Asperger's, etc.)",Independent contributor,8,155000
64023,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,4,"Developer, back-end","10,000 or more employees",I have little or no influence,United States of America,USD	United States dollar,155000,Yearly,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,Black,None of the above,None of the above,Independent contributor,8,155000
64025,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Bootstrapping a business,"Associate degree (A.A., A.S., etc.)",7,5,"Developer, full-stack","10,000 or more employees",I have little or no influence,United States of America,USD	United States dollar,67000,Yearly,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,5,67000
64033,I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed",Fully remote,Hobby;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,2,"Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices",500 to 999 employees,I have little or no influence,United States of America,USD	United States dollar,115000,Yearly,Stack Overflow,Daily or almost daily,No,NA,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,2,115000
64035,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,12,"Developer, full-stack;Developer, back-end",100 to 499 employees,I have some influence,United States of America,USD	United States dollar,157000,Yearly,Stack Overflow,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",25-34 years old,Woman,No,Straight / Heterosexual,Asian;East Asian,None of the above,None of the above,Independent contributor,11,157000
64040,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Some college/university study without earning a degree,12,10,"Developer, mobile",100 to 499 employees,I have some influence,United States of America,USD	United States dollar,107000,Yearly,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"No, not really",25-34 years old,Man,No,Prefer to self-describe:,White,None of the above,"I have a concentration and/or memory disorder (e.g., ADHD, etc.);I have autism / an autism spectrum disorder (e.g. Asperger's, etc.)",Independent contributor,10,107000
64041,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,9,"Developer, back-end","10,000 or more employees",I have little or no influence,United States of America,USD	United States dollar,170000,Yearly,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,25-34 years old,Man,No,Straight / Heterosexual,White;North American,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have an anxiety disorder",Independent contributor,9,170000
64043,I am a developer by profession,"Employed, full-time",Full in-person,I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,6,"Developer, back-end","1,000 to 4,999 employees",I have little or no influence,United States of America,USD	United States dollar,80000,Yearly,Stack Overflow,A few times per week,No,NA,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,6,80000
64049,I am a developer by profession,"Employed, full-time",Full in-person,I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,2,"Developer, full-stack;DevOps specialist","1,000 to 4,999 employees",I have some influence,United States of America,USD	United States dollar,80000,Monthly,Stack Overflow,Multiple times per day,No,NA,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White;North American,None of the above,None of the above,Independent contributor,2,960000
64055,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Other (please specify):,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,6,"Developer, back-end;DevOps specialist;Project manager;Cloud infrastructure engineer;Product manager",2 to 9 employees,I have a great deal of influence,United States of America,USD	United States dollar,100000,Yearly,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,North American,None of the above,None of the above,People manager,2,100000
64056,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24,20,"Developer, back-end;Developer, desktop or enterprise applications","1,000 to 4,999 employees",I have some influence,United States of America,USD	United States dollar,120000,Yearly,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,"Yes, definitely",35-44 years old,Man,No,Straight / Heterosexual,White;North American,None of the above,None of the above,Independent contributor,20,120000
64073,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22,15,"Developer, game or graphics",100 to 499 employees,I have little or no influence,United States of America,USD	United States dollar,150000,Yearly,Stack Overflow;Stack Exchange,Daily or almost daily,Not sure/can't remember,NA,"No, not really",35-44 years old,Man,No,Straight / Heterosexual,White;North American,None of the above,None of the above,Independent contributor,15,150000
64076,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",38,36,"Developer, full-stack","10,000 or more employees",I have little or no influence,United States of America,USD	United States dollar,118000,Yearly,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, definitely",55-64 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a concentration and/or memory disorder (e.g., ADHD, etc.)",People manager,36,118000
64079,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23,10,"Developer, mobile",100 to 499 employees,I have some influence,United States of America,USD	United States dollar,160000,Yearly,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have an anxiety disorder;I have a concentration and/or memory disorder (e.g., ADHD, etc.)",Independent contributor,10,160000
64082,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Fully remote,Hobby,Some college/university study without earning a degree,4,1,"Engineer, site reliability;Developer, full-stack;Other (please specify):;Cloud infrastructure engineer;System administrator",100 to 499 employees,I have some influence,United States of America,USD	United States dollar,115000,Yearly,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have a concentration and/or memory disorder (e.g., ADHD, etc.)",Independent contributor,7,115000
64094,I am a developer by profession,"Employed, full-time",Fully remote,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,10,"Developer, full-stack;DevOps specialist;Other (please specify):","1,000 to 4,999 employees",I have some influence,United States of America,USD	United States dollar,108000,Yearly,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",45-54 years old,Woman,No,Straight / Heterosexual,White;North American;Multiracial,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have an anxiety disorder;I have a concentration and/or memory disorder (e.g., ADHD, etc.)",Independent contributor,10,108000
64104,I am a developer by profession,"Employed, full-time",Fully remote,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,2,"Developer, full-stack;Developer, embedded applications or devices",500 to 999 employees,I have some influence,United States of America,USD	United States dollar,90000,Yearly,Stack Overflow,A few times per week,No,NA,"No, not really",25-34 years old,Man,No,Bisexual,White,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Independent contributor,2,90000
64106,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,15,"Developer, front-end;Developer, desktop or enterprise applications","10,000 or more employees",I have little or no influence,United States of America,USD	United States dollar,170000,Yearly,Stack Overflow,Less than once per month or monthly,Yes,Less than once per month or monthly,Neutral,35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,15,170000
64107,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,16,"Developer, back-end;Developer, desktop or enterprise applications;Cloud infrastructure engineer","1,000 to 4,999 employees",I have little or no influence,United States of America,USD	United States dollar,100000,Yearly,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per week,"No, not really",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,16,100000
64109,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;School or academic work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,10,"Developer, desktop or enterprise applications;Educator","10,000 or more employees",I have some influence,United States of America,USD	United States dollar,139380,Yearly,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"Yes, definitely",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,8,139380
64110,I am a developer by profession,"Employed, full-time",Fully remote,I don’t code outside of work,"Professional degree (JD, MD, etc.)",13,12,"Data scientist or machine learning specialist;Engineer, data;Database administrator;Cloud infrastructure engineer;Data or business analyst","1,000 to 4,999 employees",I have some influence,United States of America,USD	United States dollar,220000,Yearly,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not really",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a concentration and/or memory disorder (e.g., ADHD, etc.)",People manager,22,220000
64114,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",23,16,"Developer, back-end",100 to 499 employees,I have a great deal of influence,United States of America,USD	United States dollar,150000,Yearly,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Neutral,45-54 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,16,150000
64124,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,2,"Developer, front-end;Developer, desktop or enterprise applications",I don’t know,I have some influence,United States of America,USD	United States dollar,85000,Yearly,Stack Overflow,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",35-44 years old,"Non-binary, genderqueer, or gender non-conforming",No,Queer,White,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have a concentration and/or memory disorder (e.g., ADHD, etc.);I have autism / an autism spectrum disorder (e.g. Asperger's, etc.)",NA,2,85000
64125,I am a developer by profession,"Employed, full-time",Full in-person,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,4,"Developer, front-end;Developer, back-end","10,000 or more employees",I have little or no influence,United States of America,USD	United States dollar,86500,Yearly,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,White;North American,None of the above,None of the above,Independent contributor,8,86500
64140,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Bootstrapping a business,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,12,Engineering manager,500 to 999 employees,I have some influence,United States of America,USD	United States dollar,195000,Yearly,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,Neutral,25-34 years old,Man,No,Prefer not to say,White,None of the above,None of the above,People manager,12,195000
64142,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,Hobby;Freelance/contract work,"Associate degree (A.A., A.S., etc.)",31,20,"Developer, back-end;Developer, desktop or enterprise applications",10 to 19 employees,I have a great deal of influence,United States of America,USD	United States dollar,230000,Yearly,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,I have an anxiety disorder,Independent contributor,23,230000
64148,I am a developer by profession,"Employed, full-time",Fully remote,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18,14,"Engineer, data;Developer, back-end;Database administrator;DevOps specialist;Cloud infrastructure engineer","1,000 to 4,999 employees",I have some influence,United States of America,USD	United States dollar,225000,Yearly,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,Prefer not to say,Independent contributor,15,225000
64157,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,8,"Developer, front-end","1,000 to 4,999 employees",I have little or no influence,United States of America,USD	United States dollar,175000,Yearly,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not at all",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,9,175000
64159,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Full in-person,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,6,"Engineer, data;System administrator",100 to 499 employees,I have a great deal of influence,United States of America,USD	United States dollar,75000,Yearly,Stack Overflow;Stack Exchange,A few times per week,No,NA,Neutral,25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,7,75000
64160,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,7,"Developer, full-stack",10 to 19 employees,I have a great deal of influence,United States of America,USD	United States dollar,100000,Yearly,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a concentration and/or memory disorder (e.g., ADHD, etc.)",Independent contributor,7,100000
64178,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40,30,"Developer, front-end;Developer, full-stack;Engineering manager","10,000 or more employees",I have little or no influence,United States of America,USD	United States dollar,140000,Yearly,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",45-54 years old,"Non-binary, genderqueer, or gender non-conforming",No,Queer,White,None of the above,None of the above,Independent contributor,29,140000
64186,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18,6,"Developer, front-end;Developer, back-end;Developer, desktop or enterprise applications",2 to 9 employees,I have some influence,United States of America,USD	United States dollar,77250,Yearly,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,White;North American,None of the above,None of the above,Independent contributor,6,77250
64190,I am a developer by profession,"Employed, full-time",Fully remote,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,9,"Developer, full-stack;Cloud infrastructure engineer","1,000 to 4,999 employees",I have little or no influence,United States of America,USD	United States dollar,130000,Yearly,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,Neutral,25-34 years old,Man,No,Bisexual,White;North American,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have an anxiety disorder;I have a concentration and/or memory disorder (e.g., ADHD, etc.)",Independent contributor,9,130000
64198,I am a developer by profession,"Employed, full-time",Fully remote,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,7,"Developer, full-stack","1,000 to 4,999 employees",I have some influence,United States of America,USD	United States dollar,170000,Yearly,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,Neutral,25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,7,170000
64201,I am a developer by profession,"Employed, full-time",Fully remote,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,7,"Developer, full-stack","5,000 to 9,999 employees",I have little or no influence,United States of America,USD	United States dollar,100000,Yearly,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have an anxiety disorder",Independent contributor,6,100000
64203,I am a developer by profession,"Employed, full-time",Fully remote,Other (please specify):,"Professional degree (JD, MD, etc.)",35,24,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices","10,000 or more employees",I have some influence,United States of America,USD	United States dollar,257000,Yearly,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",45-54 years old,Man,No,Straight / Heterosexual,European,None of the above,Prefer not to say,Independent contributor,24,257000
64209,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,10,"Developer, full-stack",500 to 999 employees,I have little or no influence,United States of America,USD	United States dollar,250000,Yearly,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,"Or, in your own words:",None of the above,"Or, in your own words:",Independent contributor,10,250000
64210,I am a developer by profession,"Employed, full-time",Fully remote,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,7,"Engineer, site reliability;Database administrator;DevOps specialist;Cloud infrastructure engineer;System administrator;Security professional",20 to 99 employees,I have a great deal of influence,United States of America,USD	United States dollar,200000,Yearly,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",25-34 years old,"Non-binary, genderqueer, or gender non-conforming",No,Gay or Lesbian;Queer,White,None of the above,"I have a concentration and/or memory disorder (e.g., ADHD, etc.);I have autism / an autism spectrum disorder (e.g. Asperger's, etc.)",Independent contributor,7,200000
64214,I am a developer by profession,"Employed, full-time",Fully remote,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,10,Cloud infrastructure engineer,"1,000 to 4,999 employees",I have some influence,United States of America,USD	United States dollar,118000,Yearly,Stack Overflow;Stack Exchange,Daily or almost daily,Not sure/can't remember,NA,"Yes, somewhat",25-34 years old,Woman,No,Straight / Heterosexual,White;European,None of the above,None of the above,Independent contributor,10,118000
64225,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects;Bootstrapping a business;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",29,23,"Developer, front-end;Engineer, data;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, QA or test;Developer, mobile;DevOps specialist;Developer, embedded applications or devices;Project manager;Cloud infrastructure engineer;Data or business analyst;Product manager;Senior Executive (C-Suite, VP, etc.);System administrator;Security professional",10 to 19 employees,I have a great deal of influence,United States of America,USD	United States dollar,220000,Yearly,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",45-54 years old,Man,No,Straight / Heterosexual,White;European;North American,None of the above,None of the above,Independent contributor,30,220000
64227,I am a developer by profession,"Employed, full-time",Full in-person,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",42,34,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, QA or test;Developer, mobile;Database administrator;Designer",2 to 9 employees,I have a great deal of influence,United States of America,USD	United States dollar,168000,Yearly,Stack Overflow;Stack Exchange,Daily or almost daily,No,NA,"No, not at all",55-64 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,People manager,34,168000
64234,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,3,"Developer, mobile","1,000 to 4,999 employees",I have some influence,United States of America,USD	United States dollar,120000,Yearly,Stack Overflow;Stack Exchange,Daily or almost daily,No,NA,Neutral,25-34 years old,Man,No,Straight / Heterosexual,White;European;North American,None of the above,None of the above,Independent contributor,3,120000
64237,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,3,"Developer, full-stack",20 to 99 employees,I have little or no influence,United States of America,USD	United States dollar,200000,Yearly,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",18-24 years old,Man,No,Straight / Heterosexual,White;North American,None of the above,I have an anxiety disorder,Independent contributor,3,200000
64239,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,5,"Developer, mobile",20 to 99 employees,I have little or no influence,United States of America,USD	United States dollar,160000,Yearly,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,5,160000
64242,I am a developer by profession,"Employed, full-time",Full in-person,Hobby;Bootstrapping a business;Freelance/contract work,"Associate degree (A.A., A.S., etc.)",21,21,"Developer, mobile;Engineering manager",500 to 999 employees,I have some influence,United States of America,USD	United States dollar,180000,Yearly,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",35-44 years old,Man,No,NA,White,NA,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",People manager,21,180000
64244,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects;Bootstrapping a business,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,6,"Engineer, data;DevOps specialist",100 to 499 employees,I have a great deal of influence,United States of America,USD	United States dollar,175000,Yearly,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White;North American,None of the above,"I have an anxiety disorder;I have a concentration and/or memory disorder (e.g., ADHD, etc.)",Independent contributor,6,175000
64251,I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed",Fully remote,Hobby;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,11,"Developer, full-stack",20 to 99 employees,I have little or no influence,United States of America,USD	United States dollar,105000,Yearly,Stack Overflow,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White;European,None of the above,"I have a concentration and/or memory disorder (e.g., ADHD, etc.)",People manager,12,105000
64258,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Contribute to open-source projects,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",37,25,"Developer, desktop or enterprise applications","10,000 or more employees",I have little or no influence,United States of America,USD	United States dollar,145000,Yearly,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,Neutral,45-54 years old,Man,No,Straight / Heterosexual,White;European,None of the above,None of the above,People manager,25,145000
64268,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26,22,"Developer, back-end;Developer, desktop or enterprise applications;Database administrator;Other (please specify):;Security professional","1,000 to 4,999 employees",I have a great deal of influence,United States of America,USD	United States dollar,172500,Yearly,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat",55-64 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,People manager,47,172500
64270,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,2,"Developer, back-end;Developer, QA or test;Database administrator;DevOps specialist;Project manager;Cloud infrastructure engineer;Product manager;System administrator;Security professional",2 to 9 employees,I have a great deal of influence,United States of America,USD	United States dollar,110000,Yearly,Collectives on Stack Overflow;Stack Overflow;Stack Exchange,Multiple times per day,No,NA,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,White;European;Asian;East Asian;Southeast Asian;South Asian;Multiracial;Biracial,None of the above,None of the above,Independent contributor,2,110000
64285,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,6,"Developer, front-end","1,000 to 4,999 employees",I have some influence,United States of America,USD	United States dollar,170000,Yearly,Stack Overflow,A few times per week,Not sure/can't remember,NA,Neutral,25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,5,170000
64287,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Bootstrapping a business;School or academic work,Some college/university study without earning a degree,5,3,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, QA or test;Developer, mobile;Project manager","10,000 or more employees",I have little or no influence,United States of America,USD	United States dollar,75000,Yearly,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Neutral,25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,12,75000
64288,I am a developer by profession,"Employed, full-time",Fully remote,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",42,39,"Developer, back-end",100 to 499 employees,I have a great deal of influence,United States of America,USD	United States dollar,125000,Yearly,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat",55-64 years old,Man,No,Straight / Heterosexual,White,None of the above,"Or, in your own words:",People manager,39,125000
